"","Attrited Customer","Existing Customer"
"2",0.00143445944024301,0.998565540559757
"8",0.180209632242753,0.819790367757247
"18",0.0615162958739409,0.938483704126059
"21",0.254476904951894,0.745523095048106
"22",0.0448997291051676,0.955100270894832
"24",0.943237101870934,0.0567628981290658
"25",0.370517273276559,0.629482726723441
"28",0.149471594631552,0.850528405368448
"29",0.0449494859514811,0.955050514048519
"32",0.890434152669618,0.109565847330382
"36",0.134102587432633,0.865897412567367
"40",0.939737862521384,0.0602621374786159
"41",0.719081037108269,0.280918962891731
"46",0.317574730081307,0.682425269918693
"49",0.455231601871939,0.544768398128061
"53",0.271667085092933,0.728332914907067
"57",0.384602769979066,0.615397230020934
"63",0.0325280973277929,0.967471902672207
"64",0.963278991352264,0.0367210086477356
"66",0.463210778658391,0.536789221341609
"67",0.84804904169481,0.15195095830519
"80",0.719205237746671,0.280794762253329
"88",0.929873426479097,0.0701265735209026
"94",0.207251440904628,0.792748559095372
"108",0.828826380868485,0.171173619131515
"112",0.747674522036666,0.252325477963334
"114",0.794079126079116,0.205920873920884
"116",0.0242988383474546,0.975701161652545
"119",0.372354954212113,0.627645045787887
"124",0.595601659587258,0.404398340412742
"125",0.560816893687519,0.439183106312481
"127",0.100595039927301,0.899404960072699
"139",0.00884385183469394,0.991156148165306
"144",0.211367879468367,0.788632120531633
"151",0.891495265041155,0.108504734958845
"154",0.0566478486603023,0.943352151339698
"155",0.112428074798208,0.887571925201792
"156",0.243288434243415,0.756711565756585
"158",0.288108727182847,0.711891272817153
"170",0.762104605533295,0.237895394466705
"171",0.642445165806683,0.357554834193317
"174",0.457634240458276,0.542365759541724
"178",0.896104118493093,0.103895881506907
"181",0.969733141044682,0.0302668589553178
"182",0.988455479079032,0.0115445209209677
"183",0.0441766135890299,0.95582338641097
"184",0.660155755087291,0.339844244912709
"187",0.575726058249408,0.424273941750592
"200",0.0358702834325094,0.964129716567491
"202",0.49362187984593,0.50637812015407
"205",0.462335072914575,0.537664927085425
"206",0.95735902567388,0.0426409743261197
"208",0.177653164713895,0.822346835286105
"209",0.795464276627368,0.204535723372632
"213",0.100578412397053,0.899421587602947
"218",0.0157997677350455,0.984200232264954
"221",0.47698657159758,0.52301342840242
"224",0.237698209242543,0.762301790757457
"229",0.854536503853262,0.145463496146738
"233",0.0825478044341101,0.91745219556589
"236",0.979038347645408,0.0209616523545922
"246",0.603631670563905,0.396368329436095
"255",0.131965700082109,0.868034299917891
"258",0.802207444212315,0.197792555787685
"270",0.227054843162839,0.772945156837161
"273",0.292853873958463,0.707146126041537
"274",0.538503630936174,0.461496369063826
"275",0.670000719109312,0.329999280890688
"277",0.225761369455446,0.774238630544554
"281",0.137945450782797,0.862054549217203
"284",0.954355273389703,0.0456447266102966
"285",0.357935707378353,0.642064292621647
"287",0.299971911594349,0.700028088405651
"289",0.439458975863587,0.560541024136413
"290",0.385926270253434,0.614073729746566
"291",0.957360573722261,0.0426394262777393
"293",0.0897275225718686,0.910272477428131
"295",0.0988729577314512,0.901127042268549
