"","Attrited Customer","Existing Customer"
"2",0.00511962835445945,0.994880371645541
"8",0.131637210347808,0.868362789652192
"18",0.000666996314228396,0.999333003685772
"21",0.116926052362923,0.883073947637077
"22",0.000537574811682373,0.999462425188318
"24",0.722818528553078,0.277181471446922
"25",0.00147020862339597,0.998529791376604
"28",0.000670362601021268,0.999329637398979
"29",0.000799588629435966,0.999200411370564
"32",0.454604447238357,0.545395552761643
"36",0.00390578177850909,0.996094218221491
"40",0.418940593369414,0.581059406630586
"41",0.0208311013493936,0.979168898650606
"46",0.00036196171252989,0.99963803828747
"49",0.0420417133609902,0.95795828663901
"53",0.0154140540149428,0.984585945985057
"57",0.0186630821345373,0.981336917865463
"63",0.00394677545076239,0.996053224549238
"64",0.850649204697469,0.149350795302531
"66",0.00689924529700692,0.993100754702993
"67",0.124788327494858,0.875211672505142
"80",0.00440722474214272,0.995592775257857
"88",0.395415619619717,0.604584380380283
"94",0.0396642920939827,0.960335707906017
"108",0.471599438125421,0.528400561874579
"112",0.223470056747317,0.776529943252683
"114",0.490595036534545,0.509404963465455
"116",0.00113432234448108,0.998865677655519
"119",0.02566879888841,0.97433120111159
"124",0.00625164691186719,0.993748353088133
"125",0.0308014950671707,0.969198504932829
"127",0.00615117553444555,0.993848824465554
"139",0.000604523430974058,0.999395476569026
"144",0.000886496351283905,0.999113503648716
"151",0.101557676202862,0.898442323797138
"154",0.104671226678384,0.895328773321616
"155",0.0723332836745594,0.927666716325441
"156",0.00218494838100614,0.997815051618994
"158",0.0269947751239066,0.973005224876093
"170",0.489208402125376,0.510791597874624
"171",0.0393940445294899,0.96060595547051
"174",0.00458580133390607,0.995414198666094
"178",0.909868240855948,0.0901317591440517
"181",0.854585632420039,0.145414367579961
"182",0.981410932647125,0.0185890673528751
"183",0.00807718899942389,0.991922811000576
"184",0.381807334386623,0.618192665613377
"187",0.125319129795984,0.874680870204016
"200",0.00643999231030756,0.993560007689692
"202",0.300013993386931,0.699986006613069
"205",0.0423368132886529,0.957663186711347
"206",0.520647769918366,0.479352230081634
"208",0.0015685756647692,0.998431424335231
"209",0.0121292551006983,0.987870744899302
"213",0.0546599355061093,0.945340064493891
"218",0.00470293377092657,0.995297066229073
"221",0.00794185610072495,0.992058143899275
"224",0.00824340471886997,0.99175659528113
"229",0.441023238324201,0.558976761675799
"233",0.0122108328517736,0.987789167148226
"236",0.423635131707732,0.576364868292268
"246",0.020661517403484,0.979338482596516
"255",0.0114911137693342,0.988508886230666
"258",0.291776278614483,0.708223721385517
"270",0.193242207241287,0.806757792758713
"273",0.0164847704243011,0.983515229575699
"274",0.187889885475327,0.812110114524673
"275",0.125520538288115,0.874479461711885
"277",0.0945781404781352,0.905421859521865
"281",0.000559372544024717,0.999440627455975
"284",0.44576126047588,0.55423873952412
"285",0.00187885863056225,0.998121141369438
"287",0.0378238913196954,0.962176108680305
"289",0.092283553936531,0.907716446063469
"290",0.00280182332010637,0.997198176679894
"291",0.383797195932626,0.616202804067374
"293",0.00811638610730758,0.991883613892692
"295",0.00775901010311564,0.992240989896884
"298",0.0201731947383217,0.979826805261678
"299",0.00605588980151894,0.993944110198481
"300",0.0162017785077074,0.983798221492293
"301",0.000925375676596452,0.999074624323404
"302",0.00290405882262545,0.997095941177375
"303",0.000914013585407436,0.999085986414593
"305",0.023934685639855,0.976065314360145
"310",0.197365054381381,0.802634945618619
"313",0.449632964599323,0.550367035400677
"316",0.00695291014422461,0.993047089855775
"321",0.888425448632787,0.111574551367213
"329",0.251308489451138,0.748691510548862
"335",0.000522109562943629,0.999477890437056
"338",0.000974625679518115,0.999025374320482
"339",0.910420421843892,0.089579578156108
"340",0.963540036510114,0.0364599634898863
"342",0.418672157991833,0.581327842008167
"344",0.862116470855164,0.137883529144836
"345",0.385530680421679,0.614469319578321
"346",0.97063306526899,0.0293669347310097
"353",0.0385473558275732,0.961452644172427
"354",0.000830604133463586,0.999169395866536
"355",0.631128673796438,0.368871326203562
"367",0.736183406519926,0.263816593480075
"368",0.0583275065276281,0.941672493472372
"372",0.00243523468451401,0.997564765315486
"379",0.00105191908495539,0.998948080915045
"380",0.0624412638513827,0.937558736148617
"381",0.00207302007765231,0.997926979922348
"382",0.0213712088852914,0.978628791114709
"384",0.0660547457833154,0.933945254216685
"388",0.00540256244304049,0.99459743755696
"389",0.00173201579582372,0.998267984204176
"400",0.0271440405030902,0.97285595949691
"401",0.290994578783083,0.709005421216917
"404",0.356772848948114,0.643227151051886
"414",0.0203626557793388,0.979637344220661
"416",0.194310740751223,0.805689259248777
"420",0.00576490352315273,0.994235096476847
"421",0.127503682161516,0.872496317838484
"422",0.0139059944243053,0.986094005575695
"423",0.290373867978244,0.709626132021756
"425",0.012379663729465,0.987620336270535
"428",0.223998973387984,0.776001026612016
"434",0.0146748426060166,0.985325157393983
"436",0.695580102613261,0.304419897386739
"439",0.0273399423423396,0.97266005765766
"445",0.0767559089404076,0.923244091059592
"446",0.00504554141030655,0.994954458589693
"452",0.904023681893199,0.0959763181068009
"458",0.00515512318718891,0.994844876812811
"466",0.0215677098262618,0.978432290173738
"469",0.0920285186848688,0.907971481315131
"475",0.501383677481055,0.498616322518945
"476",0.00795480913346336,0.992045190866537
"479",0.435515973844877,0.564484026155123
"484",0.486737088699705,0.513262911300295
"488",0.00318563057713783,0.996814369422862
"489",0.0162643765945792,0.983735623405421
"491",0.353578541437657,0.646421458562343
"492",0.0285647209596088,0.971435279040391
"495",0.0102140152432899,0.98978598475671
"496",0.0890315348066826,0.910968465193317
"498",0.0290096548365609,0.970990345163439
"502",0.841868904366158,0.158131095633842
"505",0.019102286350002,0.980897713649998
"506",0.690554832525985,0.309445167474015
"507",0.832776443565255,0.167223556434745
"511",0.875003846531919,0.124996153468081
"515",0.0170749688333571,0.982925031166643
"519",0.831568270847591,0.168431729152409
"524",0.658892725854033,0.341107274145967
"525",0.0430469240361673,0.956953075963833
"526",0.003824213205468,0.996175786794532
"544",0.0889606498238056,0.911039350176194
"545",0.0723545526559124,0.927645447344088
"547",0.0360059735204932,0.963994026479507
"551",0.00233362000345116,0.997666379996549
"552",0.0365297193992588,0.963470280600741
"559",0.209067569488239,0.790932430511761
"561",0.0122244581096839,0.987775541890316
"562",0.00705614130135035,0.99294385869865
"564",0.0456403260096815,0.954359673990319
"565",0.160064666787158,0.839935333212842
"567",0.000536164759142643,0.999463835240857
"569",0.00658269351409579,0.993417306485904
"570",0.0019133480002782,0.998086651999722
"573",0.325364296548999,0.674635703451001
"580",0.0129927277752824,0.987007272224718
"586",0.518156308199528,0.481843691800472
"587",0.040546267985904,0.959453732014096
"588",0.366287815173039,0.633712184826961
"590",0.000942362656529028,0.999057637343471
