"","Attrited Customer","Existing Customer"
"1",1.06757529007371e-05,0.999989324247099
"2",0.00166093265409063,0.998339067345909
"3",2.23927958398262e-06,0.999997760720416
"4",4.99242710928841e-06,0.999995007572891
"5",9.66464291120653e-08,0.999999903353571
"6",0.999989963685721,1.00363142790187e-05
"7",5.60642884606044e-06,0.999994393571154
"8",1.72768319155117e-06,0.999998272316809
"9",2.61360895431231e-07,0.999999738639105
"10",0.999992362658222,7.63734177846506e-06
"11",1.63045789413253e-07,0.999999836954211
"12",0.992471114449014,0.00752888555098627
"13",3.56632093622111e-06,0.999996433679064
"14",0.326765108719729,0.673234891280271
"15",0.00428698314298076,0.995713016857019
"16",0.00207408886177121,0.997925911138229
"17",3.73007616901323e-06,0.999996269923831
"18",6.85257200701661e-06,0.999993147427993
"19",0.747933106999427,0.252066893000573
"20",2.34804931743012e-05,0.999976519506826
"21",0.00713960139434055,0.992860398605659
"22",6.10023602288798e-06,0.999993899763977
"23",0.102443542547572,0.897556457452428
"24",1.23301513129851e-06,0.999998766984869
"25",0.997029738284033,0.00297026171596675
"26",9.75186302145019e-05,0.999902481369786
"27",0.587566932932449,0.412433067067551
"28",1.59440958979655e-07,0.999999840559041
"29",0.000167420281112612,0.999832579718887
"30",0.000102078744596951,0.999897921255403
"31",3.3624322014282e-05,0.999966375677986
"32",0.00802249101384492,0.991977508986155
"33",5.48903815702448e-06,0.999994510961843
"34",3.36962596474959e-06,0.999996630374035
"35",1.03042010047888e-05,0.999989695798995
"36",0.037041171517386,0.962958828482614
"37",0.999916484033936,8.35159660641592e-05
"38",6.72518286361303e-08,0.999999932748171
"39",0.000585960665011767,0.999414039334988
"40",0.310479243326488,0.689520756673512
"41",4.77969485815289e-05,0.999952203051418
"42",7.55787372890604e-07,0.999999244212627
"43",0.99999939561977,6.04380230337826e-07
"44",0.999999941855404,5.81445956497853e-08
"45",0.999999952401552,4.7598447859115e-08
"46",1.63221028215555e-05,0.999983677897178
"47",0.899124553451928,0.100875446548072
"48",0.0333695846734835,0.966630415326516
"49",0.000142686465640427,0.99985731353436
"50",0.0144322590349372,0.985567740965063
"51",0.556098662226054,0.443901337773946
"52",0.999994099648455,5.90035154547597e-06
"53",4.83993734734692e-07,0.999999516006265
"54",2.58319607324032e-05,0.999974168039268
"55",0.0095469343504922,0.990453065649508
"56",9.92125384429772e-07,0.999999007874615
"57",2.142036480161e-07,0.999999785796352
"58",5.33666315211328e-08,0.999999946633368
"59",0.0332947713622594,0.966705228637741
"60",5.66331533306344e-07,0.999999433668467
"61",0.999955095589977,4.49044100234468e-05
"62",4.63248698928475e-06,0.999995367513011
"63",7.69389906210523e-08,0.999999923061009
"64",3.16353085157853e-05,0.999968364691484
"65",0.310803447809049,0.689196552190951
"66",2.81228293000659e-05,0.9999718771707
"67",0.000312957907724514,0.999687042092276
"68",0.000104317462870236,0.99989568253713
"69",0.00992890186234125,0.990071098137659
"70",7.0616016522325e-07,0.999999293839835
"71",0.906643924107327,0.0933560758926728
"72",0.00746531347170592,0.992534686528294
"73",1.35489484588126e-05,0.999986451051541
"74",3.87995976344305e-05,0.999961200402366
"75",1.48736096439886e-07,0.999999851263904
"76",0.018758672897312,0.981241327102688
"77",1.0611762795525e-06,0.99999893882372
"78",2.87955438314107e-08,0.999999971204456
"79",9.75584651191161e-06,0.999990244153488
"80",1.74023315438417e-06,0.999998259766846
"81",0.00190071741194065,0.998099282588059
"82",3.03599976188337e-07,0.999999696400024
"83",4.40249601775421e-05,0.999955975039822
"84",2.13951438056284e-07,0.999999786048562
"85",2.26639791589377e-07,0.999999773360209
"86",0.00031569074363192,0.999684309256368
"87",0.970746242504742,0.0292537574952585
"88",2.81559173515343e-05,0.999971844082648
"89",0.999999181777984,8.18222016195503e-07
"90",0.995797888982338,0.00420211101766179
"91",2.47920248724858e-05,0.999975207975128
"92",1.16472892684908e-05,0.999988352710731
"93",0.998597295717704,0.00140270428229634
"94",0.999999877331067,1.2266893345601e-07
"95",0.23195617208412,0.76804382791588
"96",0.999999776701907,2.23298092743115e-07
"97",0.468720196574995,0.531279803425005
"98",0.999999971654157,2.83458434154377e-08
"99",1.19716125657861e-05,0.999988028387434
"100",1.84502569181288e-06,0.999998154974308
"101",0.99999556246862,4.43753138009842e-06
"102",0.0153066615483298,0.98469333845167
"103",5.39594908625967e-06,0.999994604050914
"104",4.46425783955053e-07,0.999999553574216
"105",1.28250274801899e-05,0.99998717497252
"106",1.74355990730399e-05,0.999982564400927
"107",3.36789332370509e-07,0.999999663210668
"108",1.00059094924584e-05,0.999989994090507
"109",0.00250725317049992,0.9974927468295
"110",3.46106539901604e-05,0.99996538934601
"111",3.15475623181778e-08,0.999999968452438
"112",2.08623239048484e-05,0.999979137676095
"113",0.00203186651574338,0.997968133484257
"114",0.00372593429893168,0.996274065701068
"115",0.0534882843679884,0.946511715632012
