"","Attrited Customer","Existing Customer"
"2",0.0968783638320775,0.903121636167923
"8",0.34,0.66
"18",0.0968783638320775,0.903121636167923
"21",0.0968783638320775,0.903121636167923
"22",0.0968783638320775,0.903121636167923
"24",0.862973760932945,0.137026239067055
"25",0.0968783638320775,0.903121636167923
"28",0.0968783638320775,0.903121636167923
"29",0.0968783638320775,0.903121636167923
"32",0.0968783638320775,0.903121636167923
"36",0.0968783638320775,0.903121636167923
"40",0.0968783638320775,0.903121636167923
"41",0.0968783638320775,0.903121636167923
"46",0.0968783638320775,0.903121636167923
"49",0.0968783638320775,0.903121636167923
"53",0.229508196721311,0.770491803278689
"57",0.0968783638320775,0.903121636167923
"63",0.0968783638320775,0.903121636167923
"64",0.34,0.66
"66",0.0968783638320775,0.903121636167923
"67",0.0968783638320775,0.903121636167923
"80",0.0968783638320775,0.903121636167923
"88",0.34,0.66
"94",0.0968783638320775,0.903121636167923
"108",0.862973760932945,0.137026239067055
"112",0.34,0.66
"114",0.0968783638320775,0.903121636167923
"116",0.0968783638320775,0.903121636167923
"119",0.0968783638320775,0.903121636167923
"124",0.0968783638320775,0.903121636167923
"125",0.0968783638320775,0.903121636167923
"127",0.229508196721311,0.770491803278689
"139",0.0968783638320775,0.903121636167923
"144",0.0968783638320775,0.903121636167923
"151",0.0968783638320775,0.903121636167923
"154",0.0968783638320775,0.903121636167923
"155",0.229508196721311,0.770491803278689
"156",0.0968783638320775,0.903121636167923
"158",0.0968783638320775,0.903121636167923
"170",0.0968783638320775,0.903121636167923
"171",0.0968783638320775,0.903121636167923
"174",0.0968783638320775,0.903121636167923
"178",0.0968783638320775,0.903121636167923
"181",0.34,0.66
"182",0.34,0.66
"183",0.0968783638320775,0.903121636167923
"184",0.0968783638320775,0.903121636167923
"187",0.0968783638320775,0.903121636167923
"200",0.0968783638320775,0.903121636167923
"202",0.34,0.66
"205",0.0968783638320775,0.903121636167923
"206",0.34,0.66
"208",0.0968783638320775,0.903121636167923
"209",0.0968783638320775,0.903121636167923
"213",0.0968783638320775,0.903121636167923
"218",0.0968783638320775,0.903121636167923
"221",0.0968783638320775,0.903121636167923
"224",0.0968783638320775,0.903121636167923
"229",0.0968783638320775,0.903121636167923
"233",0.0968783638320775,0.903121636167923
"236",0.0968783638320775,0.903121636167923
"246",0.0968783638320775,0.903121636167923
"255",0.0968783638320775,0.903121636167923
"258",0.0968783638320775,0.903121636167923
"270",0.0968783638320775,0.903121636167923
"273",0.0968783638320775,0.903121636167923
"274",0.0968783638320775,0.903121636167923
"275",0.34,0.66
"277",0.0968783638320775,0.903121636167923
"281",0.0968783638320775,0.903121636167923
"284",0.0968783638320775,0.903121636167923
"285",0.0968783638320775,0.903121636167923
"287",0.0968783638320775,0.903121636167923
"289",0.0968783638320775,0.903121636167923
"290",0.0968783638320775,0.903121636167923
"291",0.0968783638320775,0.903121636167923
"293",0.0968783638320775,0.903121636167923
"295",0.0968783638320775,0.903121636167923
"298",0.0968783638320775,0.903121636167923
"299",0.0968783638320775,0.903121636167923
"300",0.229508196721311,0.770491803278689
"301",0.0968783638320775,0.903121636167923
"302",0.0968783638320775,0.903121636167923
"303",0.0968783638320775,0.903121636167923
"305",0.0968783638320775,0.903121636167923
"310",0.0968783638320775,0.903121636167923
"313",0.862973760932945,0.137026239067055
"316",0.0968783638320775,0.903121636167923
"321",0.34,0.66
"329",0.862973760932945,0.137026239067055
"335",0.0968783638320775,0.903121636167923
"338",0.229508196721311,0.770491803278689
"339",0.862973760932945,0.137026239067055
"340",0.34,0.66
"342",0.34,0.66
"344",0.862973760932945,0.137026239067055
"345",0.862973760932945,0.137026239067055
"346",0.862973760932945,0.137026239067055
"353",0.0968783638320775,0.903121636167923
"354",0.0968783638320775,0.903121636167923
"355",0.0968783638320775,0.903121636167923
"367",0.0968783638320775,0.903121636167923
"368",0.0968783638320775,0.903121636167923
"372",0.0968783638320775,0.903121636167923
"379",0.0968783638320775,0.903121636167923
"380",0.0968783638320775,0.903121636167923
"381",0.0968783638320775,0.903121636167923
"382",0.0968783638320775,0.903121636167923
"384",0.0968783638320775,0.903121636167923
"388",0.0968783638320775,0.903121636167923
"389",0.0968783638320775,0.903121636167923
"400",0.0968783638320775,0.903121636167923
"401",0.34,0.66
"404",0.0968783638320775,0.903121636167923
"414",0.229508196721311,0.770491803278689
"416",0.0968783638320775,0.903121636167923
"420",0.0968783638320775,0.903121636167923
"421",0.0968783638320775,0.903121636167923
"422",0.0968783638320775,0.903121636167923
"423",0.34,0.66
"425",0.663716814159292,0.336283185840708
"428",0.0968783638320775,0.903121636167923
"434",0.0076988879384089,0.992301112061591
"436",0.862973760932945,0.137026239067055
"439",0.0968783638320775,0.903121636167923
"445",0.0968783638320775,0.903121636167923
"446",0.0968783638320775,0.903121636167923
"452",0.34,0.66
"458",0.0968783638320775,0.903121636167923
"466",0.0968783638320775,0.903121636167923
"469",0.0968783638320775,0.903121636167923
"475",0.862973760932945,0.137026239067055
"476",0.0076988879384089,0.992301112061591
"479",0.34,0.66
"484",0.34,0.66
"488",0.0968783638320775,0.903121636167923
"489",0.0968783638320775,0.903121636167923
"491",0.0968783638320775,0.903121636167923
"492",0.0968783638320775,0.903121636167923
"495",0.0076988879384089,0.992301112061591
"496",0.0968783638320775,0.903121636167923
"498",0.0968783638320775,0.903121636167923
"502",0.862973760932945,0.137026239067055
"505",0.0968783638320775,0.903121636167923
"506",0.34,0.66
"507",0.0968783638320775,0.903121636167923
"511",0.862973760932945,0.137026239067055
"515",0.0968783638320775,0.903121636167923
"519",0.862973760932945,0.137026239067055
"524",0.34,0.66
"525",0.0968783638320775,0.903121636167923
"526",0.0968783638320775,0.903121636167923
"544",0.0968783638320775,0.903121636167923
"545",0.0968783638320775,0.903121636167923
"547",0.229508196721311,0.770491803278689
"551",0.0968783638320775,0.903121636167923
"552",0.0968783638320775,0.903121636167923
"559",0.0968783638320775,0.903121636167923
"561",0.0968783638320775,0.903121636167923
"562",0.0968783638320775,0.903121636167923
"564",0.0968783638320775,0.903121636167923
"565",0.34,0.66
"567",0.0076988879384089,0.992301112061591
"569",0.0968783638320775,0.903121636167923
"570",0.0968783638320775,0.903121636167923
"573",0.0968783638320775,0.903121636167923
"580",0.0968783638320775,0.903121636167923
"586",0.0968783638320775,0.903121636167923
"587",0.0968783638320775,0.903121636167923
"588",0.34,0.66
"590",0.0076988879384089,0.992301112061591
"592",0.229508196721311,0.770491803278689
"596",0.0076988879384089,0.992301112061591
"598",0.0968783638320775,0.903121636167923
"600",0.0076988879384089,0.992301112061591
"601",0.0968783638320775,0.903121636167923
"607",0.0968783638320775,0.903121636167923
"610",0.0968783638320775,0.903121636167923
"616",0.0076988879384089,0.992301112061591
"620",0.0968783638320775,0.903121636167923
"623",0.0968783638320775,0.903121636167923
"626",0.862973760932945,0.137026239067055
"627",0.0968783638320775,0.903121636167923
"629",0.0968783638320775,0.903121636167923
"637",0.229508196721311,0.770491803278689
"647",0.0968783638320775,0.903121636167923
"649",0.862973760932945,0.137026239067055
"651",0.0968783638320775,0.903121636167923
"652",0.0968783638320775,0.903121636167923
"657",0.34,0.66
"658",0.0968783638320775,0.903121636167923
"661",0.0968783638320775,0.903121636167923
"663",0.0968783638320775,0.903121636167923
"667",0.0968783638320775,0.903121636167923
"670",0.229508196721311,0.770491803278689
"671",0.0968783638320775,0.903121636167923
"672",0.0076988879384089,0.992301112061591
"674",0.0968783638320775,0.903121636167923
"677",0.0968783638320775,0.903121636167923
"678",0.0968783638320775,0.903121636167923
"680",0.229508196721311,0.770491803278689
"684",0.0076988879384089,0.992301112061591
"685",0.0968783638320775,0.903121636167923
"686",0.0968783638320775,0.903121636167923
"687",0.0968783638320775,0.903121636167923
"690",0.862973760932945,0.137026239067055
"692",0.0968783638320775,0.903121636167923
"693",0.0968783638320775,0.903121636167923
"696",0.34,0.66
"697",0.0968783638320775,0.903121636167923
"700",0.0968783638320775,0.903121636167923
"701",0.0968783638320775,0.903121636167923
"703",0.0968783638320775,0.903121636167923
"710",0.0968783638320775,0.903121636167923
"712",0.0968783638320775,0.903121636167923
"716",0.0076988879384089,0.992301112061591
"722",0.0968783638320775,0.903121636167923
"725",0.0968783638320775,0.903121636167923
"732",0.34,0.66
"733",0.229508196721311,0.770491803278689
"736",0.0968783638320775,0.903121636167923
"749",0.0968783638320775,0.903121636167923
"752",0.0968783638320775,0.903121636167923
"753",0.229508196721311,0.770491803278689
"759",0.34,0.66
"764",0.0076988879384089,0.992301112061591
"775",0.34,0.66
"779",0.0076988879384089,0.992301112061591
"781",0.0968783638320775,0.903121636167923
"788",0.0968783638320775,0.903121636167923
"792",0.663716814159292,0.336283185840708
"793",0.0968783638320775,0.903121636167923
"794",0.0968783638320775,0.903121636167923
"798",0.0968783638320775,0.903121636167923
"799",0.0968783638320775,0.903121636167923
"801",0.0968783638320775,0.903121636167923
"816",0.0968783638320775,0.903121636167923
"823",0.0968783638320775,0.903121636167923
"827",0.663716814159292,0.336283185840708
"830",0.229508196721311,0.770491803278689
"831",0.862973760932945,0.137026239067055
"837",0.862973760932945,0.137026239067055
"839",0.0968783638320775,0.903121636167923
"844",0.0968783638320775,0.903121636167923
"848",0.0968783638320775,0.903121636167923
"849",0.34,0.66
"853",0.0968783638320775,0.903121636167923
"856",0.0968783638320775,0.903121636167923
"857",0.0968783638320775,0.903121636167923
"858",0.862973760932945,0.137026239067055
"867",0.0968783638320775,0.903121636167923
"869",0.0076988879384089,0.992301112061591
"871",0.0076988879384089,0.992301112061591
"872",0.34,0.66
"873",0.0968783638320775,0.903121636167923
"874",0.0968783638320775,0.903121636167923
"878",0.0968783638320775,0.903121636167923
"892",0.0076988879384089,0.992301112061591
"894",0.0076988879384089,0.992301112061591
"896",0.34,0.66
"898",0.0076988879384089,0.992301112061591
"902",0.0968783638320775,0.903121636167923
"905",0.34,0.66
"908",0.0076988879384089,0.992301112061591
"914",0.0968783638320775,0.903121636167923
"915",0.0968783638320775,0.903121636167923
"917",0.0076988879384089,0.992301112061591
"922",0.862973760932945,0.137026239067055
"934",0.0076988879384089,0.992301112061591
"939",0.862973760932945,0.137026239067055
"949",0.0968783638320775,0.903121636167923
"953",0.663716814159292,0.336283185840708
"960",0.0968783638320775,0.903121636167923
"965",0.862973760932945,0.137026239067055
"979",0.0968783638320775,0.903121636167923
"981",0.0968783638320775,0.903121636167923
"989",0.0968783638320775,0.903121636167923
"994",0.0968783638320775,0.903121636167923
"998",0.663716814159292,0.336283185840708
"1003",0.0968783638320775,0.903121636167923
"1006",0.34,0.66
"1008",0.229508196721311,0.770491803278689
"1009",0.0968783638320775,0.903121636167923
"1012",0.0076988879384089,0.992301112061591
"1016",0.0968783638320775,0.903121636167923
"1017",0.0968783638320775,0.903121636167923
"1023",0.663716814159292,0.336283185840708
"1028",0.0076988879384089,0.992301112061591
"1031",0.0968783638320775,0.903121636167923
"1034",0.0968783638320775,0.903121636167923
"1035",0.0968783638320775,0.903121636167923
"1038",0.0076988879384089,0.992301112061591
"1039",0.34,0.66
"1041",0.0968783638320775,0.903121636167923
"1044",0.0076988879384089,0.992301112061591
"1047",0.0076988879384089,0.992301112061591
"1048",0.0968783638320775,0.903121636167923
"1049",0.0968783638320775,0.903121636167923
"1050",0.229508196721311,0.770491803278689
"1051",0.0968783638320775,0.903121636167923
"1054",0.862973760932945,0.137026239067055
"1058",0.0076988879384089,0.992301112061591
"1061",0.0968783638320775,0.903121636167923
"1065",0.0076988879384089,0.992301112061591
"1066",0.0076988879384089,0.992301112061591
"1072",0.0968783638320775,0.903121636167923
"1077",0.0968783638320775,0.903121636167923
"1080",0.862973760932945,0.137026239067055
"1081",0.0968783638320775,0.903121636167923
"1085",0.0968783638320775,0.903121636167923
"1086",0.0968783638320775,0.903121636167923
"1098",0.0968783638320775,0.903121636167923
"1099",0.0968783638320775,0.903121636167923
"1100",0.0076988879384089,0.992301112061591
"1104",0.0968783638320775,0.903121636167923
"1106",0.0968783638320775,0.903121636167923
"1107",0.0076988879384089,0.992301112061591
"1109",0.229508196721311,0.770491803278689
"1116",0.0968783638320775,0.903121636167923
"1127",0.0968783638320775,0.903121636167923
"1128",0.34,0.66
"1129",0.0076988879384089,0.992301112061591
"1130",0.663716814159292,0.336283185840708
"1131",0.0968783638320775,0.903121636167923
"1134",0.0968783638320775,0.903121636167923
"1147",0.0076988879384089,0.992301112061591
"1148",0.0968783638320775,0.903121636167923
"1152",0.0968783638320775,0.903121636167923
"1154",0.0968783638320775,0.903121636167923
"1156",0.0968783638320775,0.903121636167923
"1166",0.0968783638320775,0.903121636167923
"1174",0.34,0.66
"1177",0.0968783638320775,0.903121636167923
"1178",0.0968783638320775,0.903121636167923
"1180",0.0076988879384089,0.992301112061591
"1181",0.0968783638320775,0.903121636167923
"1182",0.0968783638320775,0.903121636167923
"1189",0.0076988879384089,0.992301112061591
"1193",0.0076988879384089,0.992301112061591
"1194",0.0968783638320775,0.903121636167923
"1199",0.0968783638320775,0.903121636167923
"1203",0.0076988879384089,0.992301112061591
"1205",0.0968783638320775,0.903121636167923
"1209",0.0968783638320775,0.903121636167923
"1212",0.0076988879384089,0.992301112061591
"1214",0.34,0.66
"1216",0.0968783638320775,0.903121636167923
"1220",0.229508196721311,0.770491803278689
"1224",0.0076988879384089,0.992301112061591
"1229",0.34,0.66
"1238",0.0076988879384089,0.992301112061591
"1240",0.0076988879384089,0.992301112061591
"1242",0.0968783638320775,0.903121636167923
"1243",0.663716814159292,0.336283185840708
"1248",0.0968783638320775,0.903121636167923
"1256",0.0076988879384089,0.992301112061591
"1260",0.0968783638320775,0.903121636167923
"1261",0.0968783638320775,0.903121636167923
"1266",0.0968783638320775,0.903121636167923
"1270",0.0076988879384089,0.992301112061591
"1273",0.0076988879384089,0.992301112061591
"1276",0.0968783638320775,0.903121636167923
"1277",0.653543307086614,0.346456692913386
"1282",0.0968783638320775,0.903121636167923
"1283",0.0968783638320775,0.903121636167923
"1286",0.0968783638320775,0.903121636167923
"1287",0.0968783638320775,0.903121636167923
"1291",0.0076988879384089,0.992301112061591
"1293",0.663716814159292,0.336283185840708
"1294",0.653543307086614,0.346456692913386
"1298",0.229508196721311,0.770491803278689
"1299",0.862973760932945,0.137026239067055
"1302",0.862973760932945,0.137026239067055
"1304",0.229508196721311,0.770491803278689
"1306",0.0968783638320775,0.903121636167923
"1311",0.0968783638320775,0.903121636167923
"1312",0.0968783638320775,0.903121636167923
"1314",0.862973760932945,0.137026239067055
"1316",0.0968783638320775,0.903121636167923
"1325",0.34,0.66
"1328",0.0076988879384089,0.992301112061591
"1329",0.0968783638320775,0.903121636167923
"1330",0.0968783638320775,0.903121636167923
"1331",0.0076988879384089,0.992301112061591
"1333",0.653543307086614,0.346456692913386
"1335",0.0968783638320775,0.903121636167923
"1338",0.229508196721311,0.770491803278689
"1341",0.0968783638320775,0.903121636167923
"1344",0.0968783638320775,0.903121636167923
"1346",0.0968783638320775,0.903121636167923
"1347",0.862973760932945,0.137026239067055
"1348",0.0968783638320775,0.903121636167923
"1355",0.862973760932945,0.137026239067055
"1358",0.229508196721311,0.770491803278689
"1359",0.862973760932945,0.137026239067055
"1363",0.229508196721311,0.770491803278689
"1368",0.862973760932945,0.137026239067055
"1369",0.0076988879384089,0.992301112061591
"1371",0.0968783638320775,0.903121636167923
"1373",0.0968783638320775,0.903121636167923
"1376",0.229508196721311,0.770491803278689
"1380",0.0076988879384089,0.992301112061591
"1381",0.0076988879384089,0.992301112061591
"1383",0.0968783638320775,0.903121636167923
"1385",0.862973760932945,0.137026239067055
"1386",0.0076988879384089,0.992301112061591
"1394",0.229508196721311,0.770491803278689
"1397",0.0968783638320775,0.903121636167923
"1402",0.0968783638320775,0.903121636167923
"1414",0.0968783638320775,0.903121636167923
"1415",0.34,0.66
"1416",0.0076988879384089,0.992301112061591
"1419",0.0968783638320775,0.903121636167923
"1425",0.0968783638320775,0.903121636167923
"1426",0.0968783638320775,0.903121636167923
"1429",0.0968783638320775,0.903121636167923
"1432",0.0968783638320775,0.903121636167923
"1438",0.862973760932945,0.137026239067055
"1439",0.0968783638320775,0.903121636167923
"1440",0.0968783638320775,0.903121636167923
"1445",0.0076988879384089,0.992301112061591
"1448",0.862973760932945,0.137026239067055
"1452",0.653543307086614,0.346456692913386
"1456",0.0076988879384089,0.992301112061591
"1458",0.0968783638320775,0.903121636167923
"1464",0.0076988879384089,0.992301112061591
"1465",0.0076988879384089,0.992301112061591
"1472",0.0076988879384089,0.992301112061591
